Date Announced (dateann),Unique DEAL ID (master_deal_no),Target Name (tmanames),Acquiror Name (amanames),Acquiror is a Financial Sponsor (Yes/No Flag) (afinancial),Acquiror is a Leverage Buyout Firm (albofirm),Acquiror is a Limited Partnership Flag (alp),Deal Attitude (attitude),Deals is a Divestiture Flag (divest),Division (division),Form of transaction (form),Percentage of consideration paid in cash (pct_cash),Percentage of consideration paid in other then cash or stock (p,Percentage of consideration paid in stock (pct_stk),Percentage of consideration which is unknown (pct_unknown),Percentage of Shares Sought (psought),Percentage of Shares Acquiror is Seeking to Own After Transacti,Related Deals Flag (rd),Deal is a Repurchase Flag (repurch),Source of Funds Borrowing Flag (sfbor),Source of Funds Common Stock Issue Flag (sfcom),Financing via Internal Corporate Funds Flag (sfcorp),Financing via Debt Securities Flag (sfdebt),Financing via Line of Credit Flag (sflc),Deal Status (status),Ranking Value incl Net Debt of Target (USD Mil) (rankval),TR Acquiror Industry Description (atf_mid_desc),TR Target Industry Description (ttf_mid_desc),TR Acquiror Macro Description (atf_macro_desc),TR Target Macro Description (ttf_macro_desc),Acquiror Nation (anation),Acquiror Nation Code (anationcode),Target Nation (tnation),Target Nation Code (tnationcode),Target Public Status (tpublic),Acquiror Public Status (apublic),deal_value,Enterprise Value ($mil) (entval),Equity Value ($mil) (eqval),Price Per Share (pr),Target Sales LTM ($mil) (salesltm),Target EBIT LTM ($mil) (ebitltm),Target Pre-Tax Income LTM ($mil) (ptincltm),Target Net Income LTM ($mil) (niltm),Target Net Assets ($mil) (netass),Target Total Assets ($mil) (tass),Target Cash Flow LTM ($mil) (cashflow),Target Book Value ($mil) (bookvalue),Target Common Equity ($mil) (commonequity),Target Earnings Per Share ($mil) (epsltm),Target Closing Stock Price 1 day Prior to Deal Announcement Day,Target Closing Stock Price 1 week Prior to Deal Announcement Da,Target Closing Stock Price 4 weeks Prior to Deal Announcement D,Consideration Offered (considoff),Consideration Sought (considsought),Vix,Interest rates,GDP growth,Healthcare growth,Covid19 
21.08.2019,3447727040,Inex Innovations Exchange Pte,Nova Satra DX,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,72,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,Singapore,SG,Singapore,SG,Priv.,Priv.,72,73.162,73.162,,5.28,1.283,,,,,,,,,,,,"Cash Only, Cash Only",Stock,13.8,1.75,2.3,4.6,0
17.07.2024,4262132040,Hogy Medical Co Ltd,Hogy Medical Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,11.5,11.5,No,Yes,No,No,No,No,No,0,73.391,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,73.391,549.249,644.462,26.97,243.4,26.127,26.4,18.1,542.8,626.3,65.778,22.4,542.791,0.749,26.367,25.639,24.956,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
15.02.2021,3717661040,Ginolis Oy,Cellink AB,No,No,No,Friendly,No,No,Merger,67.72,0,32.28,0,,,No,No,No,No,No,No,No,0,74.441,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Sweden,SW,Finland,FN,Priv.,Public,74.441,49.768,75.024,,21.248,3.964,2.1,4.8,-12.6,36.2,4.912,,-12.628,,,,,"Cash, Newly Issued Ord Sh","Stock, Stock",17.2,0.25,5.7,3.9,0
28.10.2014,3043676020,Integra LifeSciences Holdings,Integra LifeSciences Holdings,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,1,75,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,75,,,,896.898,56.893,35.8,29,686,1545.7,113.313,21.1,685.978,0.9695,49.63,49.85,49.64,"Cash Only, Cash Only",Common Stock,16.6,0.25,2.5,5.5,0
15.12.2016,3050027020,Rubicon Genomics Inc,Takara Bio USA Holdings Inc,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,75,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Priv.,Sub.,75,73.445,75,,8.346,1.406,,1.3,-0.5,4.4,,,-0.484,,,,,"Cash Only, Cash Only",Stock,14,0.75,1.6,4.8,0
08.11.2022,4036426020,Haemonetics Corp,Haemonetics Corp,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,Yes,No,No,0,75,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,75,,,,1552.139,170.29,130.2,96.4,729,1865.1,317.173,14.4,729.009,1.8886,83.57,83.96,74.55,Cash Only,Common Stock,22.5,4.25,2.1,4.5,0
03.06.2014,2642943040,Williams Medical Supplies Ltd,Dcc Vital Ltd,No,No,No,Friendly,No,No,Acq. of Assets,100,0,0,0,100,100,No,No,No,No,No,No,No,0,75.366,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,Ireland-Rep,IR,United Kingdom,UK,Priv.,Sub.,75.366,,,,88.374,6.841,6.8,5,12.3,32.7,7.727,,12.274,,,,,"Cash Only, Cash Only",Assets,16.6,0.25,2.5,5.5,0
31.01.2024,4191177040,Fukuda Denshi Co Ltd,Fukuda Denshi Co Ltd,No,No,No,Not Appl.,No,No,Buyback,69.99,30.01,0,0,6.6,6.6,No,Yes,No,No,No,No,No,0,76.275,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,76.275,1235.743,1690.046,53.39,995.498,193.549,199.1,136.9,1228.1,1494,261.194,40.6,1228.073,4.5249,52.778,54.644,52.247,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
19.05.2014,2638866040,Fujiiryoki Co Ltd,Japan Waste Corp,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,100,0,0,0,80.9,80.9,No,No,No,No,No,No,No,0,76.877,Water and Waste Management,Healthcare Equipment & Supplies,Energy and Power,Healthcare,Japan,JP,Japan,JP,Sub.,Sub.,76.877,94.236,94.236,,168.171,5.034,4.2,0.3,19.4,101.4,,,,,,,,"Cash Only, Cash Only",Stock,16.6,0.25,2.5,5.5,0
03.01.2017,3056656020,InVivo Therapeutics Holdings,PixarBio Corp,No,No,No,Unsolic.,Yes,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,1,45.234,Recreation & Leisure,Healthcare Equipment & Supplies,Media and Entertainment,Healthcare,United States,US,United States,US,Public,Public,77,,,,,-24.063,-23.4,-23.4,28.9,34.8,-23.51,0.9,28.949,-0.7554,4.2,4.35,4.75,"Cash Only, Cash Only",Common Stock,11,1.5,2.4,4.6,0
17.02.2015,2755502040,Audika SA,Demant A/S,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,46.1,100,Yes,No,No,No,Yes,No,No,0,77.871,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Denmark,DN,France,FR,Public,Public,77.871,182.747,203.431,,119.445,14.601,13.4,8.2,83.1,148.1,19.613,8.7,82.316,0.8607,15.322,15.041,14.606,"Cash Only, Cash Only",Ordinary Share,16.9,0.25,3.1,5.5,0
15.06.2020,3588433040,Beijing Leadman Biochemistry,Guangzhou High-Tech Zone Tech,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,23.1,46.1,No,No,No,No,No,No,No,0,78.794,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Sub.,78.794,228.246,260.209,0.62,64.222,3.039,0.9,0.7,202.9,240.3,10.121,0.4,183.783,-0.005,0.846,0.751,0.736,"Cash Only, Cash Only",Newly Issued Ord Sh,26.9,0.25,-3.4,9.7,1
28.09.2015,2805703040,Sogo Rinsho Holdings Co Ltd,EPS Holdings Inc,No,No,No,Friendly,No,No,Merger,0,0,100,0,96.9,100,No,No,No,No,No,No,No,0,68.434,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,80.88,69.094,81.195,4.06,47.814,5.443,5.5,3.2,44.3,63.5,6.767,2.1,43.653,0.1692,3.293,3.317,3.621,Newly Issued Ord Sh,Ordinary Share,16.9,0.25,3.1,5.5,0
01.05.2017,3098366020,Span-America Medical Systems,Savaria Corp,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,73.725,Machinery,Healthcare Equipment & Supplies,Industrials,Healthcare,Canada,CA,United States,US,Public,Public,80.999,73.464,80.738,29,30.449,2.794,3.6,2.7,28.7,33.9,3.319,10.4,28.672,0.9712,21.78,21.51,21.5,"Cash, Cash","Common Stock, Option",11,1.5,2.4,4.6,0
05.01.2021,3685594040,Pixium Vision SA,Second Sight Medical Products,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,1,73.081,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,France,FR,Public,Public,81.972,94.179,103.044,2.35,2.555,-9.774,-11.2,-11.2,5.5,19.7,-8.914,0.1,5.478,-0.3291,0.02,0.021,0.019,Newly Issued Ord Sh,Ordinary Share,17.2,0.25,5.7,3.9,0
21.03.2019,3369666040,Direct Conversion AB,Varex Imaging Corp,No,No,No,Friendly,No,No,Acq. Maj. Int.,86.61,13.39,0,0,100,100,No,No,No,No,Yes,No,Yes,0,85.24,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Sweden,SW,Priv.,Public,85.24,87.514,90.339,,22.878,4.566,2.9,2.6,17.7,26.7,6.029,,17.713,,,,,"Cash, Compensation Coupon","Stock, Stock",13.8,1.75,2.3,4.6,0
26.12.2015,2870308040,Shanghai Runda Med Tech Co,Shanghai Xinlirui Invest,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,15.6,15.6,No,No,No,No,No,No,No,0,87.303,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,87.303,1352.248,1219.544,4.18,291.758,28.631,24.3,18.3,156.5,397.5,39.559,0.5,148.456,0.0945,0,0,15.169,"Cash, Cash","Newly Issued Ord Sh, Newly Issued Ord Sh",16.9,0.25,3.1,5.5,0
07.06.2017,3112442040,In'Tech Medical SAS,Investor Group,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,100,0,0,0,80,80,No,No,No,No,No,No,No,0,87.977,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,France,FR,France,FR,Sub.,Priv.,87.977,117.184,102.556,,35.656,2.178,5.3,3.4,18.8,44.2,3.585,,18.779,,,,,"Cash Only, Cash Only",Stock,11,1.5,2.4,4.6,0
27.11.2018,3313595040,SHIP HEALTHCARE HOLDINGS INC,SHIP HEALTHCARE HOLDINGS INC,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,0,88.039,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,88.039,1852.49,1963.007,,3872.932,164.794,156.6,94.4,889.5,2265.6,199.762,17.4,868.079,1.8697,39.442,38.048,35.726,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
10.02.2021,3696552040,Harbin Fuerjia Tech Dvlp Co,Harbin Medisan Pharm Co Ltd,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,88.586,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,China,CH,China,CH,Priv.,Public,88.586,-48.851,87.356,,242.914,137.146,139.8,99.3,85.4,163.2,138.267,0.2,85.396,0.2482,,,,"Cash Only, Cash Only",Stock,17.2,0.25,5.7,3.9,0
16.05.2023,4079238040,Jiangsu Skyray Instr Co Ltd,Guangzhou Liduo Tech,No,No,Yes,Friendly,No,No,Acq. Part. Int.,100,0,0,0,23.1,23.1,Yes,No,No,No,No,No,No,1,89.806,Computers & Peripherals,Healthcare Equipment & Supplies,High Technology,Healthcare,China,CH,China,CH,Public,Priv.,89.806,468.865,303.039,0.6,181.048,-3.375,-16.1,-17.8,226.8,538.2,2.86,0.4,219.809,-0.0341,0,0.762,0.739,Cash Only,Newly Issued Ord Sh,21.7,5.33,2.9,7.5,0
13.04.2024,4230563040,Implacil de Bortoli,Hiossen Inc,No,No,No,Friendly,No,No,Merger,100,100,0,0,100,100,No,No,No,No,No,No,No,0,105.885,Healthcare Providers & Services (HMOs),Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Brazil,BR,Priv.,Sub.,91.135,102.51,88.23,,21.085,5.366,2.3,,3,23.7,5.902,,3.037,,,,,Cash Only,Stock,15.5,4.5,2.8,7,0
28.06.2022,3941974040,CGN Beigu Technology Co Ltd,CGN Nuclear Tech Dvlp Co Ltd,No,No,No,Friendly,No,No,Acq. Maj. Int.,24.06,0,75.94,0,79,79,No,No,No,Yes,No,No,No,1,92.251,Chemicals,Healthcare Equipment & Supplies,Materials,Healthcare,China,CH,China,CH,Priv.,Public,92.251,113.264,113.264,,76.74,5.873,6,5.6,62,129.9,,,,,,,,"Newly Issued Ord Sh, Cash","Stock, Stock",22.5,4.25,2.1,4.5,0
23.06.2014,2651696040,Shanghai Weicon Optical Co Ltd,Investor Group,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,0,0,0,100,75,75,No,No,No,No,Yes,Yes,No,1,93.75,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Sub.,Priv.,93.75,,,,1.155,,,-0.2,12.3,50.8,,,12.311,,,,,"Cash Only, Cash Only",Stock,16.6,0.25,2.5,5.5,0
22.01.2024,4187425020,MiMedX Group Inc,MiMedX Group Inc,No,No,No,Friendly,No,No,Exchange Offer,0,100,0,0,,,No,No,No,No,No,No,No,0,95,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,95,,,,321.477,42.292,30.6,67.4,142.7,239,45.766,1,142.717,0.479,8.14,8.04,8.9,Loan,Loan,15.5,4.5,2.8,7,0
12.05.2017,3102909040,ITAL TBS,Double 2 SpA,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,95.4,95.4,Yes,No,No,No,No,No,No,0,180.13,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Italy,IT,Italy,IT,Public,Sub.,96.229,177.581,95.307,2.39,206.798,13.74,9.7,5.8,58.4,270.4,24.482,1.4,55.742,0.1324,2.04,2.077,1.88,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
29.03.2016,2940267040,Exiqon A/S,Qiagen NV,No,No,No,Friendly,No,No,Merger,0,0,0,100,100,100,No,No,No,No,No,No,No,0,99.901,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,Netherlands,NT,Denmark,DN,Public,Public,99.673,96.81,96.589,2.7,23.577,0.528,-0.1,0.9,12.5,26.6,1.575,0.3,12.536,0.0233,1.905,1.881,1.69,"Cash Only, Cash Only",Ordinary Share,14,0.75,1.6,4.8,0
02.07.2020,3597168020,MiMedX Group Inc,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,,,No,No,No,No,No,No,No,0,100,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United States,US,Public,Priv.,100,,,,280.646,44.136,-19.8,-8.4,22.9,150.9,51.351,0.2,22.86,-0.0769,5.4,5.45,3.46,"Cash Only, Cash Only",Cvt Preference,26.9,0.25,-3.4,9.7,1
03.05.2021,3741504020,Align Technology Inc,Align Technology Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,Yes,No,No,0,100,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,100,54216.305,55348.003,,2815.749,542.699,587.2,458.1,3393.6,5069.8,641.134,42.9,3393.576,5.7679,595.53,617.24,547.94,Cash Only,Common Stock,17.2,0.25,5.7,3.9,0
30.06.2021,3765910040,Deltalab SL,Intl Healthcare Pkg Co Ltd,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,100,0,0,85,85,No,No,No,No,No,No,No,0,100.989,Professional Services,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,Thailand,TH,Spain,SP,Priv.,Sub.,100.989,138.36,121.986,,53.173,12.697,23.1,20,17.2,57.4,14.246,,17.151,,,,,Cash Only,Stock,17.2,0.25,5.7,3.9,0
17.02.2015,2725330040,Audika SA,Demant A/S,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,0,0,0,100,53.9,53.9,Yes,No,No,No,No,Yes,No,0,105.123,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Denmark,DN,France,FR,Public,Public,101.894,206.907,203.431,20,119.445,14.601,13.4,8.2,83.1,148.1,19.613,8.7,82.316,0.8607,15.322,15.041,14.606,"Cash, Cash","Ordinary Share, Ordinary Share",16.9,0.25,3.1,5.5,0
17.09.2015,2803171020,Alliance HealthCare Svcs Inc,Fujian Thai Hot Invest Co Ltd,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,51.5,51.5,No,No,No,No,No,No,No,0,102.452,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,United States,US,Public,Priv.,102.452,695.076,195.327,18.5,447.717,57.361,22.1,5.7,-89.6,566.4,114.469,-16,-169.409,0.5266,16.93,15.14,14.7,"Cash Only, Cash Only",Common Stock,16.9,0.25,3.1,5.5,0
12.03.2018,3224476040,Dio Corp,Dio Hldg Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,20,20,No,No,No,No,No,No,No,0,103.4,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,103.4,535.943,516.646,,88.677,22.293,14.2,10.4,113.5,164.8,26.056,7.4,109.323,0.6512,37.13,34.698,35.613,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
21.06.2017,3119237040,Detection Technology Oyj,Investor Group,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,38.8,38.8,Yes,No,No,No,No,No,No,0,105.912,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Netherlands,NT,Finland,FN,Public,Priv.,105.912,248.519,258.009,20.35,79.425,15.576,14.9,11.5,32.5,57,18.229,2.4,32.513,0.8533,19.289,19.042,17.947,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
27.10.2020,3652704040,Med & Biological Labs Co,JSR Corp,No,No,No,Friendly,No,No,Acq. Rem. Int.,100,0,0,0,49.2,100,No,No,No,No,No,No,No,0,106.745,Chemicals,Healthcare Equipment & Supplies,Materials,Healthcare,Japan,JP,Japan,JP,Public,Public,106.745,191.448,215.754,41.98,91.595,15.72,14.8,14.9,88.4,110.5,19.785,17.1,88.373,2.8834,32.818,33.368,31.38,"Cash Only, Cash Only",Ordinary Share,26.9,0.25,-3.4,9.7,1
10.01.2025,4349840040,Neuberg Diagnostics Pvt Ltd,Kotak Strategic Situations,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,109.442,Asset Management,Healthcare Equipment & Supplies,Financials,Healthcare,India,IN,India,IN,Priv.,Sub.,109.442,,,,88.995,11.287,7.2,6.6,113.6,192.9,17.257,1.1,101.889,0.0821,,,,Cash Only,Stock,30.89,4.33,1.9,8,0
18.11.2015,2821387040,Aircraft Medical Ltd,Medtronic PLC,No,No,No,Friendly,No,No,Acq. of Assets,0,100,0,0,100,100,No,No,No,No,No,No,No,0,109.999,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Ireland-Rep,IR,United Kingdom,UK,Priv.,Public,109.999,,,,9.969,3.18,1.8,1.6,1,3.6,3.931,,-0.967,,,,,"Cash Only, Cash Only",Assets,16.9,0.25,3.1,5.5,0
21.09.2017,3155200040,Changsha Kaiyuan Instr Co Ltd,Investor Group,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,10,10,No,No,No,No,No,No,No,0,111.33,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,111.33,1045.57,1075.574,3.27,75.572,10.238,10.4,8.4,307.7,389.5,11.872,0.9,303.882,0.028,3.63,3.69,3.191,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
28.02.2020,3519884040,EOS Imaging SA,Alphatec Holdings Inc,No,No,No,Friendly,No,No,Merger,70.43,29.57,0,0,,,No,No,No,No,No,No,No,1,114.652,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,France,FR,Public,Public,114.652,108.6,83.219,3.08,22.518,-18.713,-20.7,-20.7,13.5,72.7,-16.554,0.5,13.539,-0.7847,1.876,2.212,2.132,"Cash, Liabilities","Ordinary Share, Ordinary Share",26.9,0.25,-3.4,9.7,1
23.08.2022,3966940040,Hanmi Healthcare Co Ltd,Hanmi Science Co Ltd,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,0,205.073,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,South Korea,SK,South Korea,SK,Priv.,Public,117.949,231.911,133.385,,88.165,3.517,14.1,12.2,161.4,336.4,6.059,,35.112,,,,,Newly Issued Ord Sh,Stock,22.5,4.25,2.1,4.5,0
06.09.2024,4282958040,Hironic Co Ltd,Dongwha Pharm Co Ltd,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,0,0,100,57.8,57.8,No,No,No,No,No,No,No,1,120.566,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,South Korea,SK,South Korea,SK,Public,Public,120.566,186.572,201.449,,25.276,3.614,8.4,7.2,53.7,59,4.512,3.2,53.637,0.4268,6.114,5.926,5.696,"Cash, Cash","Convert. Preferred, Ordinary Share",15.5,4.5,2.8,7,0
08.02.2022,3872129040,Hogy Medical Co Ltd,Hogy Medical Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,16.3,16.3,No,Yes,No,No,No,No,No,0,123.574,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,123.574,633.304,783.373,27.19,318.196,51.495,53.1,37.5,815,891,88.217,28.3,814.555,1.2876,27.363,26.894,27.238,Cash Only,Ordinary Share,22.5,4.25,2.1,4.5,0
20.12.2016,3050958040,Panasonic Industrial Devices,Panasonic Corp,No,No,No,Friendly,No,No,Acq. Rem. Int.,0,0,100,0,30,100,Yes,No,No,No,No,No,No,0,125.725,Electronics,Healthcare Equipment & Supplies,High Technology,Healthcare,Japan,JP,Japan,JP,Public,Public,125.725,420.24,483.767,7.44,436.022,37.167,41.1,27.5,340.5,427.7,53.48,6,338.398,0.483,6.406,6.113,5.823,Ordinary Share,Ordinary Share,14,0.75,1.6,4.8,0
23.10.2018,3301969020,Genoptix Inc,NeoGenomics Inc,No,No,No,Friendly,Yes,No,Acq. of Assets,99.21,0,0.79,0,100,100,No,No,No,No,No,No,No,0,126,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Sub.,Public,126,,,,196.942,42.836,43.9,47.4,,,47.255,,,1.3048,,,,"Cash, Common Stock","Assets, Assets",15.5,2.5,2.9,4.4,0
31.07.2023,4113845040,DiaSys Diagnostic Systems GmbH,Mindray Medical Netherlands BV,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,0,100,0,0,75,75,No,No,No,No,No,No,No,0,126.673,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Netherlands,NT,Germany,WG,Sub.,Sub.,126.673,150.192,150.251,,46.471,0.204,1.2,0.9,23.9,42.8,0.987,,23.901,,,,,Cash Only,Stock,21.7,5.33,2.9,7.5,0
02.05.2016,2953465020,Symmetry Surgical Inc,RoundTable Healthcare Partners,Yes,Yes,Yes,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,Yes,No,No,0,115.866,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Priv.,127.108,129.452,140.694,13.1,85.024,2.675,0.7,0.7,141.9,154.8,9.093,13.2,141.86,0.0737,10.45,10.08,10.61,"Cash Only, Cash Only",Common Stock,14,0.75,1.6,4.8,0
13.07.2018,3267429040,Cooke Optics Group Ltd,Caledonia Investments PLC,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,100,0,0,89,89,No,No,No,No,No,No,No,0,127.419,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Public,127.419,154.845,143.199,,31.735,8.211,6.1,6.6,10.2,49.2,11.857,,10.246,,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
19.12.2018,3325429040,Comecer SpA,ATS Automation Tooling Sys Inc,No,No,No,Friendly,Yes,No,Acq. of Assets,0,100,0,0,100,100,No,No,No,No,No,No,No,0,128.379,Machinery,Healthcare Equipment & Supplies,Industrials,Healthcare,Canada,CA,Italy,IT,Sub.,Public,128.379,,,,70.568,1.039,2.3,1.1,8.8,75.7,4.742,,8.783,,,,,"Cash Only, Cash Only",Assets,15.5,2.5,2.9,4.4,0
27.01.2014,2620492040,Shanghai Kehua Bio-Engineering,League Agent (Hk) Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,10,10,Yes,No,No,No,No,No,No,0,128.447,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Hong Kong,HK,China,CH,Public,Sub.,128.447,1204.063,1282.39,2.61,184.056,52.252,58.8,49.8,201.5,226.3,57.085,0.4,188.942,0.0968,2.781,2.78,2.775,"Cash Only, Cash Only",Ordinary Share,16.6,0.25,2.5,5.5,0
22.12.2014,2709490040,Laoken Med Tech Co Ltd,Chengdu Tianxing Instr&Meter,No,No,No,Friendly,No,No,Merger,9.33,0,90.67,0,100,100,No,No,No,Yes,No,No,No,1,130.486,Automobiles & Components,Healthcare Equipment & Supplies,Industrials,Healthcare,China,CH,China,CH,Priv.,Public,130.486,,,,35.176,5.803,5.5,4.6,40.2,71,6.314,0.5,40.183,0.0627,,,,"Cash, Newly Issued Ord Sh","Stock, Stock",16.6,0.25,2.5,5.5,0
16.01.2024,4186718040,FIOR & GENTZ,Ossur HF,No,No,No,Friendly,No,No,Merger,62.5,16.67,20.83,0,100,100,No,No,No,No,No,No,No,0,131.376,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Iceland,IC,Germany,WG,Priv.,Public,131.376,126.157,128.424,,,4.373,4.5,3.1,7,8.4,4.549,,7.023,,,,,"Cash, Newly Issued Ord Sh, Earnout","Stock, Stock, Stock",15.5,4.5,2.8,7,0
05.02.2018,3210239040,LifeHealthcare Group Ltd,Pac Health Supplies Bidco Pty,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,155.873,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,Australia,AU,Australia,AU,Public,Sub.,133.451,145.706,123.947,2.97,97.388,11.055,8.4,5.5,36.3,80.7,15.691,0.8,36.34,0.1287,2.035,2.104,2.093,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
